,userId,id,rating,original_title,predicted_rating
32439,15,51540,5.0,Horrible Bosses,
32459,15,54001,2.0,مسافر,
32497,15,54272,1.0,座頭市関所破り,
32534,15,54503,3.5,Shuang ma lian huan,
32578,15,55765,2.0,거룩한 계보,
32600,15,59126,4.0,The Holy Modal Rounders: Bound to Lose,
32605,15,63859,3.0,Pufnstuf,
32616,15,65642,4.5,Le roman d'un tricheur,
32620,15,67087,1.5,Curtains,
32629,15,68954,2.0,Longitude,
32690,15,69406,1.0,Rio Sex Comedy,
32696,15,69526,3.0,The Assassination Bureau,
32708,15,70862,2.5,American Grindhouse,
32711,15,71282,2.5,China Seas,
32714,15,74458,0.5,Mere Brother Ki Dulhan,
32765,15,77561,1.0,EVA,
32794,15,81229,3.5,Haker,
32812,15,81782,3.0,Kurukshetra,
32818,15,81847,1.0,The Dawn Patrol,
32839,15,83613,0.5,Hellgate,
32847,15,83827,4.0,Noite Escura,
32848,15,84152,3.0,Dollman vs. Demonic Toys,
32867,15,84954,1.0,Geheimnisse einer Seele,
32879,15,85414,4.0,Brake,
32903,15,86190,1.5,Adventures Of A Taxi Driver,
32911,15,86332,1.0,The Redeemer: Son of Satan!,
32925,15,88744,4.5,Die Frau mit den 5 Elefanten,
32949,15,88950,0.5,'Gator Bait,
32950,15,89337,3.0,Blood Ties,
32951,15,89492,5.0,This Is 40,
32967,15,90603,2.5,Beauty Is Embarrassing,
32968,15,93840,3.5,À l'aveugle,
32981,15,94478,1.0,You Instead,
32987,15,94959,1.0,"Edward, My Son",
33013,15,98122,0.5,Veerana,
33015,15,100032,2.0,The Great Los Angeles Earthquake,
33016,15,101362,3.0,Lekarstwo na miłość,
33021,15,104211,3.5,Berkeley Square,
33023,15,104241,1.0,煉獄エロイカ,
33026,15,107406,4.0,Oscenità,
33033,15,110553,0.5,Austin High,
33039,15,111443,4.0,Fin,
33045,15,111759,4.5,Don Q Son of Zorro,
33071,15,122924,2.5,One in the Chamber,
33074,15,130452,2.0,Gold Diggers in Paris,
33076,15,132961,3.0,The Caine Mutiny Court-Martial,
33077,15,134368,4.5,One Tough Cop,
33082,15,140174,4.0,Rise of the Zombies,
33087,15,142507,3.0,Exit,
33088,15,158238,3.5,Stolen Seas,
33090,16,337,4.0,Monsieur Ibrahim et les fleurs du Coran,
33178,16,4772,5.0,Cul-de-sac,
33182,17,194,4.0,Le fabuleux destin d'Amélie Poulain,
33206,17,348,3.5,Alien,
33246,17,482,0.5,Shaft,
33256,17,492,5.0,Being John Malkovich,
33277,17,714,4.5,Tomorrow Never Dies,
33288,17,928,4.5,Gremlins 2: The New Batch,
33311,17,942,3.5,Lethal Weapon 2,
33337,17,965,3.5,The Magnificent Ambersons,
33353,17,1245,4.0,The Remains of the Day,
33380,17,1255,2.0,괴물,
33392,17,1627,4.0,L'Enfant sauvage,
33403,17,1809,3.0,The Rules of Attraction,
33407,17,2067,4.5,Mission to Mars,
33429,17,2117,4.5,Sophie Scholl – Die letzten Tage,
33442,17,2118,4.0,L.A. Confidential,
33462,17,2204,4.5,Alice in den Städten,
33465,17,2892,3.5,Angel Baby,
33468,17,4437,5.0,2010,
33472,17,4552,4.0,"장화, 홍련",
33476,17,4645,4.5,Ödipussi,
33477,17,5062,5.0,Garde à vue,
33478,17,5072,2.5,Severance,
33481,17,5137,4.5,Sky Captain and the World of Tomorrow,
33483,17,5608,4.5,"Die Nibelungen, Teil 1: Siegfried",
33489,17,5686,2.5,A Night in Heaven,
33494,17,5881,4.0,Désaccord Parfait,
33502,17,6538,4.0,Charlie Wilson's War,
33507,17,6643,4.5,The Unforgiven,
33513,17,8195,3.0,Ronin,
33516,17,8690,3.0,Mangiati vivi!,
33517,17,8973,3.5,Lord of Illusions,
33525,17,8983,2.5,Felidae,
33542,17,27317,5.0,Patton Oswalt: My Weakness Is Strong,
33548,17,27721,4.0,Barda,
33559,17,27834,4.5,CQ,
33560,17,31410,5.0,Vesničko má středisková,
33580,17,31952,4.5,The Vampire Lovers,
33583,18,18,3.0,The Fifth Element,
33609,18,74,2.0,War of the Worlds,
33628,18,76,3.0,Before Sunrise,
33643,18,79,2.0,英雄,
33669,18,81,3.0,風の谷のナウシカ,
33687,18,85,4.0,Raiders of the Lost Ark,
33703,18,86,4.0,Elementarteilchen,
33720,18,92,3.0,Megacities,
33732,18,100,4.0,"Lock, Stock and Two Smoking Barrels",
33753,18,140,3.0,La mala educación,
33776,18,640,3.0,Catch Me If You Can,
33794,18,653,4.0,"Nosferatu, eine Symphonie des Grauens",
33856,18,707,3.0,A View to a Kill,
33883,18,765,2.0,Evil Dead II,
33901,18,818,3.0,Austin Powers in Goldmember,
33915,18,849,4.0,Krull,
33943,18,880,1.0,Antonia,
33968,19,35,3.0,The Simpsons Movie,
33979,19,58,3.0,Pirates of the Caribbean: Dead Man's Chest,
34024,19,63,3.0,Twelve Monkeys,
34030,19,64,2.0,Hable con ella,
34040,19,89,3.0,Indiana Jones and the Last Crusade,
34057,19,97,4.0,Tron,
34065,19,105,3.0,Back to the Future,
34113,19,122,3.0,The Lord of the Rings: The Return of the King,
34132,19,154,4.0,Star Trek II: The Wrath of Khan,
34148,19,159,4.0,Der bewegte Mann,
34156,19,166,2.0,La Boum,
34160,19,177,2.0,The Fisher King,
34173,19,179,2.0,The Interpreter,
34179,19,206,3.0,Paradise Found,
34189,19,229,4.0,Bride of Frankenstein,
34201,19,249,3.0,The War of the Roses,
34221,19,262,5.0,The King of Comedy,
34241,19,269,3.0,À bout de souffle,
34244,19,276,1.0,Die fetten Jahre sind vorbei,
34266,19,281,3.0,Strange Days,
34284,19,326,5.0,Snakes on a Plane,
34291,19,332,3.0,Inspector Gadget,
34301,19,334,4.0,Magnolia,
34315,19,340,3.0,Everything is Illuminated,
34323,19,346,3.0,七人の侍,
34329,19,379,3.0,Miller's Crossing,
34350,19,383,3.0,Mala Noche,
34363,19,407,3.0,Kurz und schmerzlos,
34373,19,423,3.0,The Pianist,
34387,19,428,3.0,Sommer '04,
34410,19,445,3.0,Caché,
34419,19,451,3.0,Leaving Las Vegas,
34426,19,465,5.0,36 Fillette,
34431,19,475,3.0,Bonnie and Clyde,
34462,19,479,2.0,Shaft,
34466,19,493,4.0,Shaft's Big Score!,
34489,19,501,5.0,Grizzly Man,
34504,19,504,3.0,Monster,
34509,19,507,3.0,Killing Zoe,
34526,19,513,1.0,Fire,
34532,19,522,3.0,Ed Wood,
34541,19,547,4.0,The Horse Whisperer,
34546,19,580,1.0,Jaws: The Revenge,
34549,19,599,4.0,Sunset Boulevard,
34563,19,612,3.0,Munich,
34569,19,662,3.0,La Jetée,
34578,19,703,3.0,Annie Hall,
34579,19,891,3.0,All the President's Men,
34588,19,898,5.0,Birdman of Alcatraz,
34625,19,902,3.0,La Cité des Enfants Perdus,
34669,19,917,4.0,Mother India,
34677,19,929,4.0,Godzilla,
34682,19,940,4.0,The Lady Vanishes,
34700,19,950,4.0,Ice Age: The Meltdown,
34717,19,951,5.0,Kindergarten Cop,
34743,19,954,4.0,Mission: Impossible,
34774,19,955,4.0,Mission: Impossible II,
34804,19,966,4.0,The Magnificent Seven,
34805,19,968,5.0,Dog Day Afternoon,
34832,19,982,4.0,The Manchurian Candidate,
34836,19,1023,4.0,Adams æbler,
34853,19,1090,4.0,The Thirteenth Floor,
34921,19,1091,3.0,The Thing,
34948,19,1103,4.0,Escape from New York,
34988,19,1124,3.0,The Prestige,
35016,19,1126,3.0,In My Father's Den,
35027,19,1253,4.0,Breaking and Entering,
35047,19,1268,3.0,Mr. Bean's Holiday,
35064,19,1269,4.0,Neues vom Wixxer,
35101,19,1381,3.0,The Fountain,
35120,19,1382,1.0,Me and You and Everyone We Know,
35122,19,1389,1.0,Out of Sight,
35134,19,1441,3.0,The Contract,
35162,19,4970,4.0,Gothika,
35171,20,905,3.5,Die Büchse der Pandora,
35196,20,1907,4.0,The Beach,
35238,20,2013,3.0,Le scaphandre et le papillon,
35266,20,2690,5.0,Irma la Douce,
35286,20,5747,4.0,Common Law Cabin,
35293,20,26111,4.0,Mer om Oss Barn i Bullerbyn,
35296,20,31116,5.0,Zaat,
35298,20,47721,1.0,Gycklarnas afton,
35303,21,393,3.0,Kill Bill: Vol. 2,
35308,21,553,3.0,Dogville,
35365,21,918,4.0,Blind Date,
35379,21,921,4.0,Cinderella Man,
35399,21,948,3.0,Halloween,
35410,21,1427,3.0,Perfume: The Story of a Murderer,
35415,22,315,3.0,"Faster, Pussycat! Kill! Kill!",
35459,22,1641,2.0,Forces of Nature,
35523,22,2459,4.0,Un éléphant ça trompe énormément,
35540,22,4105,4.0,Black Rain,
35564,22,7454,3.0,The Bunker,
35580,22,31184,4.5,1724 기방난동사건,
35581,23,20,1.5,My Life Without Me,
35594,23,24,3.5,Kill Bill: Vol. 1,
35628,23,224,4.0,Człowiek z marmuru,
35663,23,236,4.5,Muriel's Wedding,
35723,23,425,3.5,Ice Age,
35727,23,532,3.5,A Close Shave,
35745,23,605,4.0,The Matrix Revolutions,
35764,23,668,4.5,On Her Majesty's Secret Service,
35768,23,670,4.5,올드보이,
35771,23,841,4.0,Dune,
35778,23,900,2.5,Bringing Up Baby,
35800,23,949,3.5,Heat,
35816,23,1277,3.5,Ein Lied von Liebe und Tod – Gloomy Sunday,
35827,23,1835,3.5,"Farewell, My Lovely",
35850,23,1873,3.0,Beyond Rangoon,
35863,23,1900,3.5,Traffic,
35868,23,1927,3.0,Hulk,
35882,23,1931,4.0,Stomp the Yard,
35892,23,1941,3.5,Exodus,
35898,23,1944,4.0,The Door in the Floor,
35918,23,1946,4.0,eXistenZ,
35930,23,1947,4.0,An Unfinished Life,
35975,23,1949,3.5,Zodiac,
35985,23,1951,3.0,Manderlay,
35999,23,1957,3.5,Enough,
36041,23,1958,3.5,8 femmes,
36075,23,1959,2.5,Swept from the Sea,
36105,23,2022,4.0,Mr. Deeds,
36118,23,2132,4.0,Totally Blonde,
36141,23,2176,5.0,The Glass House,
36153,23,2721,3.5,Z,
36159,23,2728,4.0,Postal,
36178,23,2731,5.0,Indochine,
36192,23,2805,2.5,ฟ้าทะลายโจร,
36215,23,3053,2.0,The Fearless Vampire Killers,
36225,23,3088,2.5,My Darling Clementine,
36244,23,3159,4.0,Il castello delle donne maledette,
36261,23,3405,3.5,Le dolce signore,
36269,23,3681,3.5,What's New Pussycat?,
36283,23,4267,4.0,Préparez vos mouchoirs,
36286,23,4564,1.5,Sex and the City,
36294,23,4857,3.5,Adieu l'ami,
36307,23,4967,5.0,Keeping the Faith,
36316,23,4978,4.5,An American Tail,
36321,23,5147,4.0,The Lost Continent,
36329,23,5177,4.5,Voksne mennesker,
36334,23,5470,3.0,Beowulf,
36339,23,5971,4.5,We're No Angels,
36365,23,6404,3.5,Nosferatu: Phantom der Nacht,
36366,23,6415,1.5,Three Kings,
36367,23,6591,4.0,Cosa avete fatto a Solange?,
36373,23,7088,4.0,Christmas in Boston,
36375,23,7234,4.0,Wizards of the Lost Kingdom,
36380,23,7347,3.0,Tropa de Elite,
36386,23,7942,3.0,Run Fatboy Run,
36387,23,8338,3.5,Blindness,
36390,23,8656,2.5,Deep Impact,
36393,23,8966,3.5,Twilight,
36407,23,25753,3.5,Children of the Corn: Revelation,
36409,23,25769,4.5,Carriers,
36413,23,26242,5.0,Park Row,
36417,23,31658,3.5,Hour of the Gun,
36444,23,34326,4.0,仁義なき戦い,
36446,23,37736,3.0,Take Out,
36447,23,39183,4.5,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,
36476,23,39231,4.0,Man's Favorite Sport?,
36478,23,40629,4.0,The Mikado,
36498,23,41571,2.5,The Heart of the World,
36509,23,41863,3.5,Sundome,
36511,23,42418,3.5,Young Black Stallion,
36515,23,42734,3.0,Dear Brigitte,
36518,25,78,3.0,Blade Runner,
36528,25,842,2.0,The Assassination of Richard Nixon,
36531,26,69,4.5,Walk the Line,
36553,26,27376,0.5,Muscle Beach Party,
36554,26,37731,3.0,Jönssonligans största kupp,
36564,26,49530,4.0,In Time,
36601,26,53129,4.5,Турецкий гамбит,
36606,26,55167,0.5,69 - Sixtynine,
36610,26,59387,3.0,The Powerpuff Girls Movie,
36621,27,73,5.0,American History X,
36634,27,1892,4.0,Return of the Jedi,
36657,28,1366,5.0,Rocky,
36670,28,2202,5.0,Lassie Come Home,
36681,28,2300,4.0,Space Jam,
36714,28,2470,4.0,Belle Époque,
36774,28,2662,4.0,House of 1000 Corpses,
36792,29,5065,2.0,Carry On Cowboy,
36799,30,118,3.0,Charlie and the Chocolate Factory,
36804,30,203,3.0,Mean Streets,
36827,30,227,2.0,The Outsiders,
36843,30,228,2.0,Der blaue Engel,
36844,30,254,3.0,King Kong,
36848,30,424,4.0,Schindler's List,
36851,30,426,2.0,Vertigo,
36863,30,459,4.0,Sissi - Schicksalsjahre einer Kaiserin,
36865,30,523,2.0,Requiem,
36871,30,581,3.0,Dances with Wolves,
36888,30,767,4.0,Harry Potter and the Half-Blood Prince,
36889,30,782,3.0,Gattaca,
36895,30,806,1.0,The Omen,
36904,30,869,2.0,Planet of the Apes,
36908,30,947,4.0,Lawrence of Arabia,
36919,30,996,3.0,Double Indemnity,
36927,30,1018,3.0,Mulholland Drive,
36937,30,1114,3.0,Die Geschichte vom weinenden Kamel,
36940,30,1422,4.0,The Departed,
36955,30,1440,3.0,Little Children,
36959,30,1488,4.0,綠草地,
36974,30,1523,4.0,The Last King of Scotland,
36976,30,1566,4.0,Die Brücke,
37008,30,1588,2.0,Bring It On,
37025,30,1598,4.0,Cape Fear,
37029,30,1620,4.0,Hitman,
37049,30,1624,4.0,Liar Liar,
37050,30,1672,4.0,Le Professionnel,
37065,30,1686,4.0,Chelsea Girls,
37070,30,1701,4.0,Con Air,
37086,30,1726,2.0,Iron Man,
37093,30,1783,4.0,To End All Wars,
37096,30,1785,4.0,Milou en Mai,
37101,30,1791,4.0,La Pianiste,
37105,30,1965,4.0,A Perfect Murder,
37137,30,2009,3.0,"4 luni, 3 săptămîni și 2 zile",
37154,30,2015,3.0,밀양,
37173,30,2024,1.0,The Patriot,
37176,30,2082,2.0,Halloween,
37198,30,2088,3.0,Romeo Is Bleeding,
37223,30,2112,3.0,Payback,
37240,30,2116,3.0,Out of Time,
37259,30,2122,2.0,The Whole Ten Yards,
37270,30,2148,1.0,The Cotton Club,
37276,30,2166,4.0,The Revengers' Comedies,
37284,30,2252,4.0,Eastern Promises,
37297,30,2253,3.0,Valkyrie,
37317,30,2255,2.0,Chasing Amy,
37322,30,2264,2.0,Lola,
37326,30,2267,4.0,The Last Mimzy,
37330,30,2286,1.0,Kruistocht in Spijkerbroek,
37333,30,2307,4.0,A Pyromaniac's Love Story,
37334,30,2320,4.0,Executive Decision,
37338,30,2433,4.0,Les demoiselles de Rochefort,
37357,30,2457,4.0,Les Enfants du Paradis,
37362,30,2463,4.0,暗戰,
37382,30,2517,2.0,誰も知らない,
37390,30,2577,3.0,Code 46,
37393,30,2611,5.0,Only the Lonely,
37397,30,2639,4.0,Deconstructing Harry,
37407,30,2642,1.0,Two Weeks Notice,
37431,30,2687,5.0,Memoirs of an Invisible Man,
37459,30,2749,4.0,15 Minutes,
37464,30,2750,4.0,24 Hour Party People,
37486,30,2757,2.0,Adaptation.,
37493,30,2787,4.0,Pitch Black,
37501,30,2929,5.0,Frankenstein,
37515,30,2966,4.0,"20,000 Leagues Under the Sea",
37534,30,2977,2.0,Becoming Jane,
37536,30,2989,4.0,Roar,
37554,30,3035,4.0,Frankenstein,
37571,30,3063,2.0,Duck Soup,
37578,30,3072,4.0,Frankenstein Unbound,
37615,30,3074,4.0,The Ghost of Frankenstein,
37621,30,3087,2.0,Yankee Doodle Dandy,
37651,30,3102,5.0,Мой сводный брат Франкенштейн,
37661,30,3111,5.0,A Star Is Born,
37670,30,3144,3.0,Rock 'n' Roll Frankenstein,
37672,30,3426,4.0,César et Rosalie,
37678,30,3478,4.0,Ludwig,
37690,30,3483,3.0,The Blood of Fu Manchu,
37696,30,3513,5.0,Legionnaire,
37703,30,3526,4.0,Frances,
37726,30,3529,4.0,The Thin Man,
37735,30,3537,4.0,Fame,
37741,30,3549,4.0,Efter brylluppet,
37759,30,3686,4.0,Winnetou II,
37779,30,3701,3.0,Milano Rovente,
37795,30,4012,2.0,The Believer,
37799,30,4111,4.0,Blondie of the Follies,
37802,30,4146,1.0,Pas si méchant que ça,
37804,30,4228,3.0,La révolution française,
37814,30,4291,3.0,菊次郎の夏,
37823,30,4326,5.0,Herr Lehmann,
37834,30,4464,4.0,Seabiscuit,
37839,30,4474,3.0,My Super Ex-Girlfriend,
37845,30,4482,4.0,Gazon maudit,
37849,30,4486,4.0,Jésus de Montréal,
37852,30,4488,3.0,Friday the 13th,
37856,30,4495,3.0,El espíritu de la colmena,
37860,30,4498,4.0,El verdugo,
37861,30,4499,4.0,"Pepi, Luci, Bom y otras chicas del montón",
37882,30,4627,2.0,Krabat,
37885,30,4628,5.0,Enigma,
37889,30,4629,2.0,December Boys,
37891,30,4709,4.0,La Fête à Henriette,
37896,30,4710,4.0,Masculin féminin,
37898,30,4787,5.0,Cassandra's Dream,
37905,30,4832,3.0,The 11th Hour,
37907,30,4889,4.0,Billion Dollar Brain,
37914,30,4929,3.0,Hang 'em High,
37919,30,4932,4.0,A Guide for the Married Man,
37923,30,4951,3.0,10 Things I Hate About You,
37930,30,4954,4.0,Drop Zone,
37935,30,4960,4.0,"Synecdoche, New York",
37936,30,5061,3.0,Don't Lose Your Head,
37939,30,5122,4.0,The Day of the Locust,
37940,30,5125,2.0,Rendition,
37941,30,5172,4.0,The Astronaut Farmer,
37943,30,5187,4.0,Three of Hearts,
37946,30,5237,4.0,Dust Devil,
37950,30,5247,3.0,Mercy,
37956,30,5334,4.0,Billy Budd,
37959,30,5335,2.0,Teorema,
37960,30,5471,3.0,Beowulf & Grendel,
37961,30,5506,4.0,The Ladykillers,
37965,30,5544,4.0,Hiroshima mon amour,
37968,30,5548,4.0,RoboCop,
37970,30,5680,4.0,"Elvira, Mistress of the Dark",
37975,30,5689,4.0,The Blue Lagoon,
37976,30,5707,4.0,Shooting War,
37981,30,5723,4.0,Once,
37982,30,5729,3.0,L'âge d'or,
37984,30,5742,4.0,"Cherry, Harry & Raquel!",
37985,30,5846,4.0,スカイハイ 劇場版,
37986,30,5854,4.0,Family Plot,
37987,30,5857,1.0,I Know Who Killed Me,
37988,30,5900,3.5,De jurk,
37997,30,5923,3.0,The Sand Pebbles,
37999,30,5927,4.0,Junior Bonner,
38003,30,5961,4.0,Fanny och Alexander,
38005,30,6103,2.0,Thirteen at Dinner,
38006,30,6318,3.0,Vaya con Dios,
38008,30,6436,5.0,Star Command,
38014,30,6473,4.0,The Marksman,
38016,31,1416,3.0,해안선,
38038,31,3698,4.5,"Amico, stammi lontano almeno un palmo",
38062,32,204,4.0,Le salaire de la peur,
38093,33,88,3.0,Dirty Dancing,
38116,33,1359,3.0,American Psycho,
38127,33,1984,1.0,1984,
38135,33,2107,2.0,L.A. Story,
38145,33,2891,1.0,An Angel at My Table,
38151,33,4248,1.0,Scary Movie 2,
38153,33,4251,4.0,Veer-Zaara,
38156,33,4483,5.0,Le Retour de Martin Guerre,
38160,33,4558,3.0,Orphée,
38171,33,4652,4.0,Die goldene Gans,
38173,33,4809,3.0,Good Morning Miss Dove,
38178,33,4956,3.0,Christine,
38180,33,4988,3.0,Semi-Tough,
38181,33,5483,4.0,Lisa e il diavolo,
38186,34,678,5.0,Out of the Past,
38198,34,2527,4.0,Que la bête meure,
38211,34,3062,4.0,42nd Street,
38222,35,838,4.0,American Graffiti,
38263,36,55,4.0,Amores perros,
38269,36,68,4.0,Brazil,
38277,36,147,3.0,Les Quatre Cents Coups,
38298,36,242,4.0,The Godfather: Part III,
38302,36,256,3.0,Antoine et Colette,
38344,36,312,3.0,Jenseits der Stille,
38349,36,321,5.0,Mambo Italiano,
38356,36,381,3.0,To Catch a Thief,
38385,36,469,4.0,Stranger Than Paradise,
38393,36,521,4.0,Dial M for Murder,
38403,36,1367,3.0,Rocky II,
38440,38,2075,4.5,Prizzi's Honor,
38443,38,6107,5.0,Murder in Three Acts,
38444,38,8197,4.5,Midnight in the Garden of Good and Evil,
38447,39,220,4.0,East of Eden,
38449,39,285,4.0,Pirates of the Caribbean: At World's End,
38450,39,330,2.0,The Lost World: Jurassic Park,
38460,39,338,3.0,"Good bye, Lenin!",
38475,39,606,4.0,Out of Africa,
38481,41,327,4.0,Brother,
38507,41,986,3.5,Falstaff,
38521,41,1591,4.0,Nirgendwo in Afrika,
38536,41,1772,4.0,City of Hope,
38551,41,1880,4.0,Red Dawn,
38553,41,2322,3.5,Sneakers,
38560,41,3479,4.0,Les innocents aux mains sales,
38581,41,3593,4.0,Dr. Cyclops,
38600,41,3699,3.5,Sette orchidee macchiate di rosso,
38622,41,3937,3.0,Blondie on a Budget,
38624,41,4443,3.5,Nuits rouges,
38628,41,4553,4.5,The Machinist,
38631,41,4789,5.0,Il giardino dei Finzi Contini,
38632,41,6116,4.5,Spice World,
38633,41,6264,3.5,Prince Valiant,
38636,41,6951,4.0,Turner & Hooch,
38639,41,8371,4.0,Guter Junge,
38659,43,837,4.0,Videodrome,
38677,43,2004,1.0,Kebab Connection,
38698,43,2978,2.0,Ghostbusters II,
38706,43,3515,4.0,I'll Sleep When I'm Dead,
38711,43,3525,3.0,Working Girl,
38716,44,135,4.0,Dont Look Back,
38743,44,637,2.0,La vita è bella,
38772,46,2153,5.0,The Driver,
38785,46,2383,5.0,L'Ours,
38797,48,5146,4.0,The In-Laws,
38808,48,8906,2.5,Wolke 9,
38812,48,8965,3.0,Atlantis: Milo's Return,
38819,48,26776,4.0,The Halliday Brand,
38831,48,27523,3.5,Salvatore Giuliano,
38833,48,27850,3.5,Halloweentown,
38838,48,30867,4.0,Scott Walker: 30 Century Man,
38839,48,32031,3.0,Let's Get Harry,
38852,48,32562,4.0,The Celluloid Closet,
38853,48,41769,3.0,Prom Night IV: Deliver Us from Evil,
38854,48,44022,3.0,Bandido!,
38874,48,44974,3.5,Kettle of Fish,
38880,48,45431,4.0,Devil in the Flesh,
38895,48,46948,3.5,Power,
38899,48,47099,3.5,Tueur à gages,
38923,48,47404,4.0,"Nick Carter, Master Detective",
38924,48,48414,3.0,Alamar,
38925,48,50583,3.0,อินทรีแดง,
38926,48,50601,4.0,5 Days of War,
38930,48,52458,3.0,The Butter Battle Book,
38940,48,53121,2.5,Barking Water,
38953,48,53519,3.0,High and Dizzy,
38966,48,53883,4.0,அஞ்சாதே,
38968,48,56095,3.0,鷹爪鐵布衫,
38969,48,56339,4.0,Qualunquemente,
38973,48,59118,4.5,La Proie,
38976,48,62956,3.5,Very Annie Mary,
38982,48,62999,3.5,Ot 180 i Vyshe,
38990,48,64983,3.5,Barocco,
38997,48,67255,4.0,Gyakufunsha kazoku,
39011,48,71520,3.5,Last Woman on Earth,
39018,48,73881,4.0,La fonte des neiges,
39022,48,80831,2.5,Sang Pemimpi,
39026,48,82667,3.5,Five Bloody Graves,
39030,48,83132,3.5,St. Louis Blues,
39036,48,84187,4.5,The Comedy,
39042,48,84772,2.5,Hell's Hinges,
39050,48,84944,4.0,Valkoinen peura,
39057,48,85510,3.0,Ladybug Ladybug,
39063,48,85788,3.5,Margaret Thatcher: The Long Walk to Finchley,
39067,48,95375,3.0,Liberi armati pericolosi,
39068,48,96821,4.0,Cesare deve morire,
39082,48,103299,3.5,Traces of Red,
39084,48,103688,3.0,Daydream Believers: The Monkees Story,
39088,48,110501,3.0,Sedam i po,
39091,49,258,1.0,Domicile Conjugal,
39102,49,303,3.0,Notorious,
39126,49,421,2.0,The Life Aquatic with Steve Zissou,
39137,49,688,3.0,The Bridges of Madison County,
39147,49,897,4.0,অপরাজিত,
39151,49,976,4.0,Sweet Smell of Success,
39153,49,2287,5.0,Rize,
39159,49,2669,3.0,The Bounty,
39162,49,2748,3.0,Viaggio in Italia,
39167,49,2817,1.0,On connaît la chanson,
39170,51,1636,1.0,Bedazzled,
39172,51,1888,3.0,The Fortune Cookie,
39187,51,1948,4.0,Crank,
39199,52,1969,0.5,Bandidas,
39207,52,6058,1.0,The Patriot,
39216,52,31408,4.5,Hababam Sınıfı Uyanıyor,
39218,52,37727,2.0,Jönssonligan får guldfeber,
39229,53,238,1.0,The Godfather,
39234,53,392,1.0,Chocolat,
39237,53,1911,2.0,The 13th Warrior,
39264,53,1995,2.0,Lara Croft: Tomb Raider,
39272,53,2093,1.0,Amsterdamned,
39281,53,3178,4.0,Beat,
39303,54,48660,1.0,The Kindred,
39304,55,65,5.0,8 Mile,
39324,55,609,3.0,Poltergeist,
39338,55,761,2.0,L'Aile ou la Cuisse,
39356,56,250,5.0,I Kina spiser de hunde,
39360,56,3079,4.0,The Curse of Frankenstein,
39367,56,3086,4.0,The Lady Eve,
39372,56,3480,4.0,Le vieux fusil,
39379,56,4771,4.0,Gone Baby Gone,
39380,56,33495,4.0,2061 - Un anno eccezionale,
39382,56,33660,4.0,Shiloh,
39401,56,34528,4.0,人間の條件　第３部望郷篇／第４部戦雲篇,
39403,56,54256,5.0,Rang Birangi,
39405,56,65188,5.0,Leben nach Microsoft,
39410,56,72720,2.0,Hot Wheels Acceleracers: Ignition,
39413,56,84116,4.0,"Grandview, U.S.A.",
39414,56,86000,5.0,오직 그대만,
39416,56,88812,2.0,The Hucksters,
39422,56,90374,4.0,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",
39427,56,90376,4.0,"Love, Cheat & Steal",
39432,56,100272,4.0,Harold's Going Stiff,
39433,56,107978,5.0,Cockpit,
39434,57,635,5.0,Angel Heart,
39441,57,1587,3.0,What's Eating Gilbert Grape,
39465,57,1975,2.0,The Grudge 2,
39474,57,1977,1.0,The Grudge 3,
39480,57,1978,1.0,Stage Fright,
39482,57,1979,1.0,4: Rise of the Silver Surfer,
39486,57,1987,2.0,Benny's Video,
39490,57,1996,2.0,Lara Croft Tomb Raider: The Cradle of Life,
39494,57,2044,3.0,The Lake House,
39498,57,2097,3.0,Daikyojû Gappa,
39504,57,2111,3.0,巴尔扎克与小裁缝,
39517,57,2163,2.0,Breakdown,
39526,58,415,2.0,Batman & Robin,
39538,58,2016,2.0,Indigènes,
39542,58,2180,4.0,Heartbreak Hotel,
39544,60,8981,5.0,Dear Frankie,
39563,61,801,2.5,"Good Morning, Vietnam",
39575,61,2123,2.5,"Me, Myself & Irene",
39585,61,5693,3.5,Hoosiers,
39596,61,27706,3.5,Il medaglione insanguinato,
39611,61,56171,4.0,Mega Python vs. Gatoroid,
39616,62,104374,5.0,Onna no mizûmi,
39631,62,120637,1.5,Queen of Hearts,
39633,67,12,3.0,Finding Nemo,
39651,67,28,5.0,Apocalypse Now,
39669,67,279,5.0,Amadeus,
39673,67,280,5.0,Terminator 2: Judgment Day,
39695,67,294,3.0,Desert Hearts,
39698,67,452,5.0,Idioterne,
39706,67,613,4.0,Der Untergang,
39719,67,631,3.0,Sunrise: A Song of Two Humans,
39729,67,650,5.0,Boyz n the Hood,
39737,67,664,3.0,Twister,
39739,67,694,3.0,The Shining,
39749,67,709,4.0,Licence to Kill,
39761,67,711,3.0,Finding Forrester,
39770,68,934,3.5,Du rififi chez les hommes,
39794,68,2469,3.5,¡Átame!,
39816,68,2779,3.5,The Curse of the Jade Scorpion,
39837,68,31374,4.0,続宮本武蔵　一乗寺の決闘,
39839,69,2059,3.5,National Treasure,
39857,69,4254,3.5,कल हो ना हो,
39862,70,667,5.0,You Only Live Twice,
39865,70,704,4.0,A Hard Day's Night,
39871,70,810,3.0,Shrek the Third,
39879,70,839,5.0,Duel,
39890,71,3125,4.0,Dracula vs. Frankenstein,
39900,71,3966,5.0,Blondie Knows Best,
39902,72,53000,3.5,Soul Assassin,
